pais, ano, krause, valor, moeda, qualidade, material, diametro, valor_venda
Republica checa, 2010, KM# 4, 10, COROAS,  , ACO COM REVESTIMENTO DE COBRE, 24.5MM, 2.83; 
Republica checa, 1995, KM# 4, 10, COROAS,  , ACO COM REVESTIMENTO DE COBRE, 24.5MM, ; 
Romenia, 1992, KM# 111, 100, LEI,  , ACO COM REVESTIMENTO DE NIQUEL, 29.1MM, 2.36; 
Romenia, 1991, KM# 108, 10, LEI,  , ACO COM REVESTIMENTO DE NIQUEL, 23.1MM, 3.03; 
Ruanda, 1985, KM# 12, 1, FRANCO,  , ALUMINIO, 21.1MM, 4.92; 
Russia, 2011, Y# 998, 10, RUBLOS,  , ACO COM REVESTIMENTO DE LATAO, 22MM, 0.94; 
Russia, 2018, UC# 160, 25, RUBLOS,  , CUPRO-NIQUEL, 27MM, 4.04; 
Russia, 2013, Y# 603A, 50, KOPEKS,  , ACO COM REVESTIMENTO DE LATAO, 19.5MM, 0.07; 
Russia, 2014, Y# 602A, 10, KOPEKS,  , ACO COM REVESTIMENTO DE LATAO, 17.5MM, 0.07; 
Russia, 2013, Y# 602A, 10, KOPEKS,  , ACO COM REVESTIMENTO DE LATAO, 17.5MM, ; 
Russia, 2011, Y# 602A, 10, KOPEKS,  , ACO COM REVESTIMENTO DE LATAO, 17.5MM, 0.07; 
Russia, 1992, Y# 311, 1, RUBLO,  , ACO COM REVESTIMENTO DE LATAO, 19.45MM, 0.94; 
Russia, 1993, Y# 338, 100, RUBLOS,  , CUPRO-NIQUEL, 27MM, ; 
Singapura, 1995, KM# 98, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 15.9MM, 1.28; 
Singapura, 1995, KM# 99, 5, CENTIMOS,  , ALUMINIO-BRONZE, 16.75MM, 1.69; 
Singapura, 1993, KM# 100, 10, CENTIMOS,  , CUPRO-NIQUEL, 18.5MM, 1.08; 
Singapura, 2007, KM# 100, 10, CENTIMOS,  , CUPRO-NIQUEL, 18.5MM, 1.82; 
Singapura, 1994, KM# 98, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 15.9MM, 0.74; 
Siria, 1968, KM# 97, 50, PIASTRES,  , NIQUEL, 23.4MM, 2.56; 
Suecia, 2003, KM# 894, 1, COROA,  , CUPRO-NIQUEL, 25MM, 6.74; 
Suecia, 1991, KM# 877, 10, COROAS,  , OURO NORDICO, 20.5MM, 7.55; 
Suecia, 1973, KM# 826A, 1, COROA,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 25MM, 1.69; 
Suecia, 1977, KM# 855, 50, ORE,  , CUPRO-NIQUEL, 22MM, 1.35; 
Suecia, 1980, KM# 852, 1, COROA,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 25MM, 2.76; 
Suecia, 1967, KM# 836, 25, ORE,  , CUPRO-NIQUEL, 17MM, 1.55; 
Suecia, 1973, KM# 837, 50, ORE,  , CUPRO-NIQUEL, 22MM, 1.08; 
Suica, 1953, KM# 29A, 20, RAPPEN,  , CUPRO-NIQUEL, 21.05MM, 4.18; 
Suica, 1992, KM# 26C, 5, RAPPEN,  , ALUMINIO-BRONZE, 17.15MM, 2.49; 
Suica, 1982, KM# 26C, 5, RAPPEN,  , ALUMINIO-BRONZE, 17.15MM, 3.77; 
Suica, 1980, KM# 27, 10, RAPPEN,  , CUPRO-NIQUEL, 19.15MM, 1.62; 
Suica, 1972, KM# 23A, 1/2, FRANCO,  , CUPRO-NIQUEL, 18.2MM, 3.5; 
Suica, 1968, KM# 21A, 2, FRANCOS,  , CUPRO-NIQUEL, 27.4MM, 12.94; 
Suica, 1987, KM# 24A, 1, FRANCO,  , CUPRO-NIQUEL, 23.2MM, 6.94; 
Suica, 1973, KM# 40A, 5, FRANCOS,  , CUPRO-NIQUEL, 31.45MM, 33.23; 
Suica, 1994, KM# 21A, 2, FRANCOS,  , CUPRO-NIQUEL, 27.4MM, 13.08; 
Suica, 1957, KM# 26, 5, RAPPEN,  , CUPRO-NIQUEL, 17.15MM, 2.02; 
Suica, 1982, KM# 27, 10, RAPPEN,  , CUPRO-NIQUEL, 19.15MM, 3.44; 
Tailandia, 2015, Y# 443, 1, BAHT,  , ACO COM REVESTIMENTO DE NIQUEL, 20MM, 0.94; 
Tailandia, 2001, Y# 183, 1, BAHT,  , CUPRO-NIQUEL, 20MM, 0.88; 
Tailandia, 1957, Y# 80, 25, SATANG,  , ALUMINIO-BRONZE, 20.5MM, 4.65; 
Tailandia, 1977, Y# 110, 1, BAHT,  , CUPRO-NIQUEL, 25MM, 2.02; 
Taiwan, 1973, Y# 548, 5, DOLARES,  , CUPRO-NIQUEL, 29MM, 5.46; 
Taiwan, 2014, Y# 551, 1, DOLAR,  , ALUMINIO-BRONZE, 20MM, 1.82; 
Tajiquistao, 2011, KM# 35, 1, DIRAM,  , ACO COM REVESTIMENTO DE LATAO, 14.5MM, 2.7; 
Tonga, 2005, KM# 66A, 1, SENITI,  , ACO COM REVESTIMENTO DE COBRE, 17.53MM, 4.18; 
Tunisia, 1950, KM# 276, 100, FRANCOS,  , CUPRO-NIQUEL, 31MM, 13.48; 
Turquia, 2010, KM# 1244, 1, LIRA,  , BIMETALICA: CENTRO DE COBRE-NIQUEL-ZINCO ANEL DE LATAO, 26.15MM, 3.37; 
Turquia, 1949, KM# 888, 10, KURUS,  , LATAO, 18MM, 4.31; 
Turquia, 1990, KM# 997, 1.000, LIRA,  , COBRE-ZINCO-NIQUEL, 25.8MM, 1.21; 
Turquia, 2002, KM# 1162, 750.000, LIRA,  , CUPRO-NIQUEL, 23.5MM, 13.14; 
Turquia, 2002, KM# 1161, 500.000, LIRA,  , CUPRO-NIQUEL, 21MM, 8.63; 
Turquia, 1999, KM# 1103, 50.000, LIRA,  , ALUMINIO, 20MM, 4.92; 
Uganda, 1987, KM# 29, 5, SHILLINGS,  , ACO COM REVESTIMENTO DE NIQUEL, 20.23MM, 5.32; 
Uganda, 1987, KM# 28, 2, SHILLINGS,  , ACO COM REVESTIMENTO DE COBRE, 24.37MM, 5.26; 
Uganda, 1987, KM# 27, 1, SHILLING,  , ACO COM REVESTIMENTO DE COBRE, 19.85MM, 4.31; 
Uniao sovietica, 1972, Y# 126A, 1, KOPEK,  , LATAO, 15MM, 0.47; 
Uniao sovietica, 1980, Y# 129A, 5, KOPEKS,  , LATAO, 25MM, 0.47; 
Uruguai, 2005, KM# 120.2, 5, PESOS,  , ALUMINIO-BRONZE, 26MM, 1.82; 
Uruguai, 1951, KM# 20A, 2, CENTESIMOS,  , COBRE-ZINCO, 20MM, 6.2; 
Uruguai, 1949, KM# 20A, 2, CENTESIMOS,  , COBRE-ZINCO, 20MM, 8.29; 
Uruguai, 1960, KM# 40, 25, CENTESIMOS,  , CUPRO-NIQUEL, 18MM, 6.2; 
Uruguai, 1960, KM# 41, 50, CENTESIMOS,  , CUPRO-NIQUEL, 22MM, 3.5; 
Uruguai, 1976, KM# 66, 10, CENTESIMOS,  , ALUMINIO-BRONZE, 18.5MM, 5.26; 
Uruguai, 1960, KM# 39, 10, CENTESIMOS,  , NIQUEL-LATAO, 24MM, 1.95; 
Uruguai, 1909, KM# 21, 5, CENTESIMOS,  , CUPRO-NIQUEL, 23MM, 6.27; 
Uruguai, 1989, KM# 94, 50, PESOS NOVOS,  , ACO INOXIDAVEL, 23MM, 2.7; 
Uruguai, 1960, KM# 38, 5, CENTESIMOS,  , NIQUEL-LATAO, 20MM, 1.89; 
Uruguai, 1989, KM# 93, 10, PESOS NOVOS,  , ACO INOXIDAVEL, 18MM, 3.03; 
Uruguai, 1930, KM# 25, 10, CENTESIMOS,  , ALUMINIO-BRONZE, 27MM, 26.56; 
Uruguai, 2003, KM# 120.1, 5, PESOS,  , ALUMINIO-BRONZE, 26MM, 2.76; 
Uruguai, 1909, KM# 20, 2, CENTESIMOS,  , CUPRO-NIQUEL, 20MM, 10.31; 
Uruguai, 1953, KM# 35, 10, CENTESIMOS,  , CUPRO-NIQUEL, 22MM, 2.16; 
Uruguai, 1953, KM# 33, 2, CENTESIMOS,  , CUPRO-NIQUEL, 17MM, 2.7; 
Uruguai, 1953, KM# 34, 5, CENTESIMOS,  , CUPRO-NIQUEL, 20MM, 2.36; 
Uruguai, 1968, KM# 51, 10, PESOS,  , NIQUEL-LATAO, 23MM, 2.9; 
Uruguai, 1968, KM# 49, 1, PESO,  , NIQUEL-LATAO, 17MM, 2.36; 
Uruguai, 1947, KM# 21A, 5, CENTESIMOS,  , COBRE, 23MM, 8.96; 
Uruguai, 1980, KM# 74, 1, PESO NOVO,  , CUPRO-NIQUEL, 24MM, 3.37; 
Uruguai, 1980, KM# 75, 5, PESOS NOVOS,  , COBRE-ZINCO-NIQUEL, 26MM, 2.83; 
Uruguai, 1981, KM# 67, 20, CENTESIMOS,  , ALUMINIO-BRONZE, 21.5MM, 6.87; 
Uruguai, 1989, KM# 97, 200, PESOS NOVOS,  , COBRE-ZINCO-NIQUEL, 27MM, 4.18; 
Uruguai, 1994, KM# 104.1, 2, PESOS,  , ALUMINIO-BRONZE, 23MM, 1.62; 
Uruguai, 2000, KM# 121, 10, PESOS,  , BIMETALICA: CENTRO DE ALUMINIO-BRONZE ANEL DE ACO INOXIDAVEL, 27.5MM, ; 
Uruguai, 2007, KM# 104.2, 2, PESOS,  , ALUMINIO-BRONZE, 23MM, 2.02; 
Uruguai, 2011, KM# 134, 10, PESOS,  , BIMETALICA: CENTRO DE ACO COM REVESTIMENTO DE LATAO ANEL DE ACO COM REVESTIMENTO DE NIQUEL, 27.5MM, 10.51; 
Uruguai, 2011, KM# 136, 2, PESOS,  , ACO COM REVESTIMENTO DE LATAO, 23MM, 4.85; 
Uruguai, 2005, KM# 103.2, 1, PESO,  , ALUMINIO-BRONZE, 20MM, 2.16; 
Uruguai, 1976, KM# 69, 1, PESO NOVO,  , ALUMINIO-BRONZE, 29MM, 2.43; 
Uruguai, 1994, KM# 103.1, 1, PESO,  , ALUMINIO-BRONZE, 20MM, 2.76; 
Uruguai, 1998, KM# 103.2, 1, PESO,  , ALUMINIO-BRONZE, 20MM, 1.75; 
Uruguai, 2011, KM# 135, 1, PESO,  , ACO COM REVESTIMENTO DE LATAO, 20MM, 5.05; 
Uruguai, 1977, KM# 69, 1, PESO NOVO,  , ALUMINIO-BRONZE, 29MM, 4.18; 
Uruguai, 1830, 25, 10 CENTESIMO, PESO, UTG, ALUMINIO BRONZE, 27MM, 
Uzbequistao, 1994, KM# 1, 1, TIYIN,  , ACO COM REVESTIMENTO DE LATAO, 17MM, ; 
Uzbequistao, 1994, KM# 2, 3, TIYIN,  , ACO COM REVESTIMENTO DE LATAO, 20MM, ; 
Uzbequistao, 1994, KM# 3, 5, TIYIN,  , ACO COM REVESTIMENTO DE LATAO, 21.5MM, ; 
Uzbequistao, 1994, KM# 4.2, 10, TIYIN,  , ACO COM REVESTIMENTO DE NIQUEL, 18.8MM, 2.43; 
Uzbequistao, 1994, KM# 5.2, 20, TIYIN,  , ACO COM REVESTIMENTO DE NIQUEL, 22MM, 39.77; 
Uzbequistao, 1994, KM# 6.2, 50, TIYIN,  , ACO COM REVESTIMENTO DE NIQUEL, 23.9MM, 38.28; 
Venezuela, 1967, Y# 43, 2, BOLIVARES,  , NIQUEL, 27MM, 10.04; 
Venezuela, 1977, Y# 53, 5, BOLIVARES,  , NIQUEL, 31MM, 9.91; 
Venezuela, 1965, Y# 41, 50, CENTIMOS,  , NIQUEL, 20MM, 1.55; 
Venezuela, 1967, Y# 42, 1, BOLIVAR,  , NIQUEL, 23MM, 2.49; 
Vietnam, 2003, KM# 71, 200, DONG,  , ACO COM REVESTIMENTO DE NIQUEL, 20.75MM, 2.9; 
Zambia, 2012, KM# 208, 50, NGWEE,  , ACO COM REVESTIMENTO DE LATAO, 21MM, 3.91; 
